Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,SYN Flag Count,ACK Flag Count,PSH Flag Count,Protocol,Service,Label
6756,188.37717434807186,2,1,93.83467339997101,20.304735874802695,46.917336699985505,20.304735874802695,605908.9147598841,15925.496336710003,94.18858717403593,1,0,0,TCP,Other,PortScan
21,37966.07628954893,26,38,4749.187165163057,6414.404651321157,182.66104481396374,168.80012240318834,294041.2312124353,1685.7154137262671,602.6361315801418,1,1,1,TCP,SSH,Brute Force
80,59913.846365811376,25,23,5545.938966592421,12569.530732959147,221.83755866369685,546.5013362156151,302358.6499345299,801.1503669273724,1274.7626886342846,1,1,0,TCP,HTTP,BENIGN
21,39554.85758795822,4,24,902.8048389311646,9243.898346147256,225.70120973279114,385.162431089469,256522.30355058605,707.8776592163514,1464.994725479934,0,1,1,UDP,DNS,BENIGN
80,658315.6692575404,59,6,34238.661982463185,399.74194366480333,580.3163047875116,66.62365727746722,52616.708888600166,98.73682647309323,10286.182332149068,1,0,0,TCP,HTTP,DoS
80,138692.09107525164,11,4,3458.91921997313,2796.385374911922,314.4472018157391,699.0963437279805,45102.10024514697,108.15324712251467,9906.577933946546,0,0,0,TCP,DNS,BENIGN
41012,1100.8016248232916,2,0,76.41062466533123,0.0,38.20531233266561,27.40817059338376,69413.6190774584,1816.8577833640588,1100.8016248232916,1,0,0,UDP,Other,PortScan
22,4606.557513960416,68,21,12667.09160234057,3728.32610112536,186.28075885794956,177.53933814882666,3559147.5095619126,19320.284123291807,52.34724447682291,1,1,1,TCP,FTP,Brute Force
443,101674.5913734152,26,8,9697.347683664737,1673.9861377868253,372.9749109101822,209.24826722335317,111840.46739552297,334.4001637058948,3081.048223436824,0,1,1,ICMP,HTTPS,BENIGN
443,221676.05412942858,9,9,3662.002606483989,4141.850712232408,406.889178498221,460.20563469248975,35203.86245309117,81.19956876122693,13039.767889966388,0,0,0,UDP,HTTP,BENIGN
31089,1103.4632770728524,1,0,37.169595149885275,0.0,37.169595149885275,19.698161505796453,33684.48766911822,906.23767983715,1103.4632770728524,1,0,0,TCP,Other,PortScan
443,11992.76058945257,11,12,4632.0098520465035,3647.995384242371,421.09180473150036,303.99961535353094,690416.9540056523,1917.8236594023324,545.1254813387532,0,1,0,TCP,DNS,BENIGN
26615,1220.898923415215,1,1,39.27864123823753,19.1289479464147,39.27864123823753,19.1289479464147,47839.823645080265,1638.1372459608772,1220.898923415215,1,0,0,UDP,Other,PortScan
443,42360.79732114192,26,24,8160.197104290844,7333.61671688539,313.8537347804171,305.56736320355793,365758.3143139612,1180.3366121969902,864.5060677784066,0,0,1,TCP,HTTP,BENIGN
80,39920.69200055787,271,7,210311.9492691941,381.07907800340587,776.0588533918601,54.43986828620084,5277789.982805237,6963.807140319989,144.1180216626638,1,1,1,TCP,HTTP,DoS
443,63014.75944657938,18,1,7208.6962626196855,536.6913757715715,400.4831257010936,536.6913757715715,122913.86504390917,301.51666318915665,3500.81996925441,0,1,1,TCP,HTTP,BENIGN
443,93387.38573444351,185,1,147964.73404520933,68.17304532295437,799.8093732173477,68.17304532295437,1585148.8498829904,1991.7036817896353,504.7966796456406,1,1,1,TCP,HTTPS,DoS
80,112672.24454027729,2,5,685.0751162513018,1410.1790465786005,342.5375581256509,282.0358093157201,18596.009792641573,62.12710174152685,18778.707423379547,1,1,0,UDP,HTTP,BENIGN
443,129194.08759991285,163,8,160613.32645361315,586.4807110041472,985.3578310037616,73.3100888755184,1247733.6243421563,1323.5899813740032,759.9652211759579,1,1,1,TCP,HTTP,DoS
443,136060.13854145794,24,3,7834.258155556583,2087.3213569494287,326.42742314819094,695.7737856498096,72920.54542104466,198.44166182274625,5233.0822515945365,0,1,0,TCP,HTTP,BENIGN
3487,863.2329462820175,1,1,41.07129785306252,27.904665831645094,41.07129785306252,27.904665831645094,79904.22976994811,2316.8717188264054,863.2329462820175,1,0,0,UDP,Other,PortScan
21,24235.266945796557,68,63,9246.022210295403,14908.524676980725,135.97091485728535,236.6432488409639,996669.3142394113,5405.345866129239,186.4251303522812,1,1,1,TCP,SSH,Brute Force
443,46762.47397879308,23,1,3832.6133798149417,516.1465500704292,166.63536433978007,516.1465500704292,92996.7890889936,513.2320418052319,2033.151042556221,0,1,1,TCP,HTTP,BENIGN
443,11412.94013512223,5,18,1070.0127922228362,13937.387745679394,214.00255844456723,774.2993192044108,1314946.0489780714,2015.2563430364191,518.7700061419196,0,1,0,TCP,HTTPS,BENIGN
80,18287.71063116462,29,13,7463.994189248694,3680.099680363811,257.3791099740929,283.0845907972162,609376.1047717767,2296.624265720094,446.0417227113322,1,1,0,TCP,HTTPS,BENIGN
443,12229.25074919027,427,6,333450.6701916706,450.647118338402,780.9149184816641,75.10785305640033,27303497.50430274,35406.91158276152,28.308450808310813,1,0,1,TCP,HTTP,DoS
80,30518.400956940644,440,3,448006.1566653086,134.44102295526412,1018.195810602974,44.81367431842137,14684275.179442044,14515.832616035237,69.04615601117793,1,0,0,TCP,HTTP,DoS
443,52277.1621212625,20,22,1941.9569898577738,9461.769295770106,97.09784949288868,430.0804225350048,218139.73488414902,803.4100990902391,1275.0527346649392,1,0,1,TCP,HTTPS,BENIGN
21,58608.70709484117,14,15,2897.103878235405,9907.928538693932,206.93599130252892,660.5285692462621,218483.4481369485,494.80702505639516,2093.1681105300418,0,1,0,TCP,SSH,BENIGN
53,3829.900592043064,22,25,8191.796273481414,14316.892641512117,372.354376067337,572.6757056604847,5877094.815922167,12271.858987057365,83.2587085226753,0,1,0,TCP,HTTP,BENIGN
80,42570.42420085874,84,0,58901.125421804056,0.0,701.203874069096,22.924374829581716,1383616.126160563,1973.2009153506515,512.89667711878,1,0,1,TCP,HTTP,DoS
21,7798.014363215642,15,23,8853.255952205462,7329.73501678241,590.2170634803641,318.6841311644526,2075270.7311396312,4873.035394657834,210.7571449517741,0,1,0,TCP,HTTPS,BENIGN
6667,37289.824556188025,26,97,4153.657676677226,39901.477223729074,159.7560644875856,411.35543529617604,1181425.105232779,3298.4869589467908,305.6542996408854,1,1,1,UDP,HTTP,Botnet
80,9477.251790233155,11,13,2016.6371068910037,5698.435720721266,183.33064608100034,438.3412092862512,814062.2406553649,2532.3796952122093,412.0544256623111,0,1,0,TCP,HTTPS,BENIGN
8080,104772.55926814441,250,2,313257.42681308376,135.6843322355865,1253.0297072523351,67.84216611779325,2991175.488452586,2405.209930541607,417.42055485316496,1,0,1,TCP,HTTP,DoS
80,7428.909331015304,12,24,3375.4579312336,13486.46192569354,281.28816093613335,561.9359135705641,2269770.5821404383,4845.9334198227325,212.25455231472296,0,1,0,TCP,HTTP,BENIGN
80,19320.037189029503,10,10,3055.163861744686,5671.7730989735865,305.5163861744686,567.1773098973587,451703.9421473624,1035.1946947263953,1016.8440625805001,0,0,1,TCP,HTTP,BENIGN
80,237193.45557747188,234,9,119677.1896110193,280.4684453151598,511.44098124367224,31.163160590573312,505737.63835214253,1024.4802050224846,980.1382461879003,1,0,1,TCP,HTTP,DoS
443,307249.2106648338,459,2,253543.46641667763,45.79717421277008,552.3822797748968,22.89858710638504,825353.6698830483,1500.4106894285464,667.9330666626821,1,0,1,TCP,HTTPS,DoS
6667,155960.9274424128,87,59,26015.8180213372,14025.204614086198,299.0323910498529,237.71533244213896,256737.52581529238,936.1319042803796,1075.5926030511228,1,1,0,UDP,DNS,Botnet
80,13597.822570636648,6,26,2831.3529442338076,8883.199028811756,471.89215737230126,341.6615011081445,861502.0465366383,2353.3179546776337,438.63943776247254,0,1,1,TCP,HTTPS,BENIGN
80,57938.89554984043,20,5,6386.757502682586,2418.592501358052,319.3378751341293,483.71850027161037,151976.49041249094,431.4890672794133,2414.120647910018,0,1,0,TCP,DNS,BENIGN
8080,23903.890146385158,257,2,193314.77234499442,134.57508352132695,752.1975577626242,67.28754176066347,8092797.709655219,10835.056487203905,92.65073700149286,1,0,1,TCP,HTTPS,DoS
8080,47957.09116467637,463,6,508704.6896528597,331.82379930203314,1098.714232511576,55.303966550338856,10614415.951630974,9779.57562917098,102.47241701853925,1,0,0,TCP,HTTP,DoS
80,80874.17912838752,6,13,2006.687064508215,8883.961098219328,334.44784408470247,683.3816229399483,134661.62228909513,234.9328327628223,4493.009951577084,0,0,1,TCP,HTTP,BENIGN
8080,65104.20729659439,15,6,3324.764487487426,2196.308534627793,221.65096583249505,366.0514224379655,84803.62869580669,322.55979869827115,3255.2103648297193,0,1,0,UDP,HTTPS,BENIGN
53,43381.3134477042,5,4,1273.2049572890924,1168.042996065701,254.64099145781847,292.0107490164252,56274.18257627668,207.46259817258468,5422.664180963025,0,1,0,UDP,HTTP,BENIGN
22,14041.934592873115,74,59,16005.236686759714,13459.341190011954,216.28698225350965,228.12442694935515,2098327.5261605484,9471.629362773361,106.37829237025086,1,1,1,TCP,SSH,Brute Force
80,7706.4902593202405,29,5,11204.405277202755,2293.3407963402087,386.35880266216395,458.6681592680418,1751477.7310227272,4411.865694487883,233.5300078581891,1,1,0,UDP,HTTPS,BENIGN
443,22775.53923223134,13,18,4330.231023044689,8527.856083081248,333.09469408036074,473.76978239340264,564556.8684463687,1361.1093763316753,759.184641074378,0,1,0,TCP,HTTPS,BENIGN
443,3621.9365620915437,22,11,6610.31194421774,5031.090828202169,300.46872473717,457.37189347292446,3214137.678241775,9111.147982377592,113.18551756536074,0,1,1,TCP,HTTP,BENIGN
80,9429.875944588033,26,1,7250.983109823578,695.0391449549354,278.8839657624453,695.0391449549354,842643.3498670649,2863.2402121361692,362.68753633030894,0,1,0,TCP,HTTP,BENIGN
443,38837.150908246855,12,27,4510.662857827705,10140.333212686981,375.88857148564205,375.5678967661845,377241.7833926028,1004.1931266311959,1022.0302870591278,0,0,0,UDP,HTTPS,BENIGN
443,19925.68833434784,26,9,6055.395462191041,5968.518810440097,232.89982546888618,663.1687567155664,603437.8371714441,1756.5265205753071,586.0496568925836,0,1,0,UDP,HTTPS,BENIGN
53,20897.346021129342,9,18,3590.357468754681,12477.952419738722,398.928607639409,693.2195788743734,768916.295506937,1292.0300966783177,803.744077735744,0,1,0,TCP,HTTP,BENIGN
36105,428.1121880414832,2,1,102.05821403402622,18.651998877998167,51.02910701701311,18.651998877998167,281959.30011767807,7007.508974982292,214.0560940207416,1,0,0,UDP,Other,PortScan
80,138418.94505568713,16,19,6343.269927577878,6692.571881225807,396.45437047361736,352.2406253276741,94176.71694838631,252.8555609632713,4071.1454428143275,0,0,1,TCP,HTTPS,BENIGN
80,5896.554658653525,13,11,3899.1898700301663,3194.433059638158,299.9376823100128,290.40300542165073,1203011.4770933285,4070.173413007993,256.371941680588,1,1,1,UDP,HTTP,BENIGN
21,61715.061523182885,46,36,7354.934602137921,8300.544244047178,159.8898826551722,230.57067344575495,253673.55163867434,1328.6870008093113,761.9143397923813,1,1,1,TCP,SSH,Brute Force
80,59586.27998472392,323,5,223199.20946115046,265.1384145605781,691.0192243379271,53.02768291211562,3750265.127022536,5504.622877684075,182.22103970863586,1,0,1,TCP,HTTP,DoS
80,33697.01401272186,7,22,2761.282456322283,13750.54120907915,394.4689223317547,625.0246004126886,490008.51111518696,860.6103789805065,1203.4647861686378,0,1,0,UDP,HTTP,BENIGN
21,89858.77601938354,20,1,5591.3330720904605,432.300095763895,279.566653604523,432.300095763895,67034.44487776009,233.700045006957,4492.9388009691775,0,1,0,UDP,HTTPS,BENIGN
80,102344.99010682487,10,14,5080.3732956101585,9558.012637919197,508.03732956101584,682.7151884227998,143029.82411010264,234.5009753281471,4449.782178557603,0,1,0,ICMP,HTTP,BENIGN
80,272795.3118809975,60,4,41988.07204511332,152.42112146659323,699.8012007518886,38.10528036664831,154476.60326715224,234.60813735655017,4330.084315571389,1,0,0,TCP,HTTP,DoS
6667,45159.78409730677,96,49,27166.240792064527,14138.89233516922,282.9816749173388,288.54882316671876,914644.1674351825,3210.821373449557,313.6096117868526,1,1,0,UDP,DNS,Botnet
80,106874.43327260888,333,6,372806.77510899695,0.0,1119.539865192183,0.0,3488269.024623166,3171.9466444823074,316.19654814381323,1,0,1,TCP,HTTP,DoS
8080,174422.9265351286,132,1,150827.45337100897,56.436872980753364,1142.6322225076437,56.436872980753364,865046.2025908153,762.5144391394783,1321.3858070843075,1,0,1,TCP,HTTP,DoS
15748,3293.785215174164,1,1,42.51873827530486,29.625218806293528,42.51873827530486,29.625218806293528,21903.054500711776,607.2041342544695,3293.785215174164,1,0,0,UDP,Other,PortScan
22,6809.673314950361,11,15,3955.4210234450125,9144.310862608381,359.583729404092,609.6207241738921,1923694.6150255792,3818.0979905332697,272.3869325980144,0,1,1,TCP,HTTPS,BENIGN
443,19171.016971564346,27,26,6983.327726126767,11200.264068094839,258.6417676343247,430.7793872344169,948493.85513521,2764.5899056170533,368.6734032993144,0,0,1,UDP,Other,BENIGN
80,30469.540104737745,257,0,219751.9908421751,0.0,855.0661122263622,27.132499000300903,7212186.008938336,8434.653070462286,119.02164103413182,1,0,1,TCP,HTTP,DoS
443,15338.506371859332,12,26,8778.787464271285,23686.277492484158,731.565622022607,911.0106727878523,2116572.77245177,2477.425055526684,414.55422626646845,1,1,1,TCP,HTTP,Web Attack
80,48989.51262688661,16,24,1425.790818294086,13869.263112913886,89.11192614338037,577.8859630380786,312210.77963559254,816.5012847677739,1256.141349407349,1,1,0,TCP,HTTP,BENIGN
80,423947.0096157627,71,8,65971.4857792504,122.84211882368268,929.1758560457803,15.355264852960335,155902.3330721865,186.3440434963802,5435.218071996957,1,0,1,TCP,HTTP,DoS
8080,15734.237179892536,6,7,1972.233478561866,3936.083843089816,328.70557976031097,562.2976918699737,375507.0712422066,826.2237216439869,1311.1864316577114,1,0,0,TCP,HTTPS,BENIGN
21,76912.31179819482,18,24,7454.983813222733,14995.7827836805,414.16576740126294,624.8242826533542,291900.8162933697,546.0764215513512,1875.91004385841,0,0,0,TCP,HTTPS,BENIGN
80,14897.560860379046,5,22,1821.340024673689,14308.861769174317,364.2680049347378,650.4028076897416,1082741.124202905,1812.3772242346138,572.9831100145786,1,0,1,UDP,HTTPS,BENIGN
80,18.275509860083954,26,10,11822.667642398406,6537.4856427357845,454.71798624609255,653.7485642735785,1004631521.949224,1969849.2833093866,0.5221574245738273,0,0,0,UDP,HTTPS,BENIGN
26226,153.83226970608328,1,1,35.44054329829986,0.0,35.44054329829986,0.0,230384.32291231005,13001.173315724083,153.83226970608328,1,0,0,UDP,Other,PortScan
80,5843.249880266135,25,6,8597.584586738256,1618.1613537818791,343.90338346953024,269.6935589636465,1748298.6608224346,5305.266869502436,194.77499600887117,1,1,0,UDP,HTTP,BENIGN
80,31417.248728136143,417,9,471639.6985165182,4.3679204428477325,1131.0304520779814,0.48532449364974806,15012265.094192471,13559.43047993537,73.92293818384975,1,0,1,TCP,HTTP,DoS
22091,19.021471631770947,2,0,69.44672029708666,0.0,34.72336014854333,8.884376575117328,3650964.638355954,105144.33576524463,19.021471631770947,1,0,0,TCP,Other,PortScan
21,16631.27489919488,15,35,2877.3974983721214,2343.2102049591967,191.82649989147475,66.94886299883419,313903.03719795094,3006.3840747663007,339.4137734529567,1,1,1,TCP,SSH,Brute Force
80,49965.99093850728,22,3,5543.677465959127,1032.1827144937697,251.9853393617785,344.06090483125655,131606.72002974487,500.3403220956287,2081.9162891044703,1,0,1,TCP,HTTPS,BENIGN
443,22522.96539830638,10,15,2154.8952525723926,3243.331887887525,215.48952525723925,216.22212585916836,239676.57211185162,1109.978173739053,938.4568915960991,1,0,0,UDP,HTTPS,BENIGN
443,165960.93148678401,26,20,7119.977399981056,15664.180723737478,273.845284614656,783.2090361868738,137286.2752673385,277.17366724748183,3688.0206997063115,1,1,0,TCP,DNS,BENIGN
8080,89216.54320104171,37,28,7892.152788185098,9185.272259581709,213.30142670770536,328.04543784220385,191415.45317760535,728.5644306295095,1394.0084875162768,1,1,1,TCP,HTTPS,Botnet
21,3884.927421907217,66,17,6873.749340494672,2831.1708879055777,104.1477172802223,166.53946399444575,2498095.6333119445,21364.620489937755,47.37716368179533,1,1,1,TCP,SSH,Brute Force
53,58883.88531433262,4,18,1883.0746868613483,6566.349754916216,470.76867171533706,364.7972086064564,143492.9844841766,373.6166505073519,2803.994538777744,0,1,0,ICMP,HTTP,BENIGN
25118,387.2905556523157,1,0,33.319560921514885,0.0,33.319560921514885,27.658138139203924,86032.4643481031,2582.040758302754,387.2905556523157,1,0,0,TCP,Other,PortScan
53,14623.616186111853,2,27,441.8513546956928,10434.590501738181,220.9256773478464,386.4663148791919,743758.7063289656,1983.093622734813,522.2720066468519,1,1,1,TCP,HTTPS,BENIGN
443,103656.23154866848,490,9,480756.5129141597,170.75055899781563,981.1357406411422,18.972284333090627,4639636.771353716,4813.989400779155,208.14504327041863,1,0,0,TCP,HTTPS,DoS
22,17410.445342498,9,24,1489.9854661244633,12056.422194620161,165.5539406804959,502.35092477584004,778062.0997487378,1895.4138938335311,544.0764169530624,0,1,0,TCP,FTP,BENIGN
5362,832.5751657073255,2,0,72.1840733613134,0.0,36.0920366806567,10.327591832636791,86699.76758193171,2402.185511143457,832.5751657073255,1,0,0,TCP,Other,PortScan
80,41729.09468409081,5,2,1606.3349780850774,1284.7495188071077,321.2669956170155,642.3747594035539,69282.22427970405,167.74866679934817,6954.849114015135,1,0,1,TCP,DNS,BENIGN
23358,1278.3251875200822,2,1,100.83420397085258,34.71451302567998,50.41710198542629,34.71451302567998,106036.1778989066,2346.820691079335,639.1625937600411,1,0,0,TCP,Other,PortScan
47007,372.6584451673785,2,1,96.36254560917897,11.089362864805569,48.18127280458948,11.089362864805569,288338.85255363747,8050.267044538756,186.32922258368924,1,0,0,TCP,Other,PortScan
80,8975.03872255631,437,8,218301.3256354661,607.2539789738812,499.54536758687897,75.90674737173515,24390822.856760837,49581.95878103723,20.214051176928628,1,0,0,TCP,Other,DoS
80,39017.151428820114,24,13,10751.958072208343,5717.375839130525,447.99825300868093,439.7981414715788,422104.97968782403,948.3009047316012,1083.8097619116697,1,1,0,UDP,Other,BENIGN
443,17045.11378441514,10,27,4241.084221920495,10929.411581021071,424.1084221920495,404.793021519299,890020.2131130627,2170.710062013796,473.4753829004206,0,1,0,UDP,HTTP,BENIGN
443,29703.07003518938,7,29,1758.6083989549763,20747.56879302176,251.22977127928235,715.4334066559228,757705.4212010258,1211.995930297798,848.6591438625537,1,1,1,UDP,HTTPS,BENIGN
8080,35657.947461505406,11,6,3905.775153332882,3101.0235653902764,355.07046848480746,516.8372608983794,196500.3377237952,476.75206259004045,2228.621716344088,0,1,1,ICMP,HTTPS,BENIGN
443,20390.198374418775,20,20,7413.342594722058,8018.151748678314,370.6671297361029,400.9075874339157,756809.4267665627,1961.7268682478036,522.8255993440712,0,1,0,TCP,HTTPS,BENIGN
80,22104.073070572093,6,30,4427.114096267781,36148.15460194242,737.8523493779635,1204.938486731414,1835646.695912775,1628.6591111539542,631.5449448734884,1,1,1,TCP,HTTP,Web Attack
443,168260.50288968362,216,3,119603.14058134213,111.00767102357855,553.7182434321395,37.002557007859515,711480.9845234667,1301.5532239528766,771.8371692187321,1,0,1,TCP,HTTP,DoS
443,51032.15174750252,4,19,1034.7891337109363,5184.866216677141,258.6972834277341,272.8876956145864,121877.1918762462,450.69626132559864,2319.6432612501144,0,1,1,UDP,DNS,BENIGN
53,61805.00552862812,26,2,4731.207632743206,1433.3885339891472,181.96952433627715,716.6942669945736,99742.66831635356,453.0377395893991,2289.0742788380785,1,1,0,TCP,HTTPS,BENIGN
80,118450.2134294047,10,5,2032.53887839832,1053.2544602381274,203.253887839832,210.6508920476255,26051.395344049368,126.63548309214208,8460.729530671764,0,1,1,TCP,HTTPS,BENIGN
80,82807.83526660087,180,7,114704.96319342361,645.6796403986585,637.24979551902,92.23994862837979,1392991.88853868,2258.2404116464477,445.2034154118326,1,0,1,TCP,HTTP,DoS
53,36331.636500458946,24,12,7810.065929941179,8907.329189639031,325.41941374754913,742.2774324699193,460133.28134473204,990.8719635996921,1038.04675715597,0,1,1,UDP,HTTPS,BENIGN
22,42373.99922861846,31,14,6085.200636613047,2357.0738517985724,196.29679472945313,168.36241798561232,199232.42181752567,1061.9719832724213,963.0454370140559,1,1,1,TCP,SSH,Brute Force
80,1871.677240887916,29,20,4625.7995771277865,13546.705657064984,159.51033024578575,677.3352828532492,9709208.85139994,26179.727428194084,38.993275851831584,0,0,1,TCP,HTTP,BENIGN
443,83690.50641414551,19,53,4792.4850749318575,14866.588052963072,252.23605657536092,280.50166137666173,234902.06918585597,860.3126338333453,1178.739526959796,1,1,0,TCP,SSH,Botnet
22,53675.50378125584,32,65,5736.663950799284,15168.497615508613,179.27074846247763,233.3615017770556,389473.03879070893,1807.1558377040071,559.1198310547483,1,1,1,TCP,SSH,Brute Force
80,2125.040717141072,15,12,2702.2952209610653,8970.788266861031,180.15301473073768,747.565688905086,5493110.505443162,12705.638900098114,81.73233527465662,0,1,0,UDP,HTTP,BENIGN
80,50970.31529567324,21,13,8300.847801671167,23613.692768658275,395.27846674624607,1816.4379052814058,626139.7518378427,667.0549280060308,1544.555008959795,1,1,1,TCP,HTTP,Web Attack
443,20063.04732803116,5,4,1689.2597281211938,1222.3714696394377,337.85194562423874,305.5928674098594,145124.07562796483,448.5858929029997,2507.880916003895,0,1,0,UDP,HTTPS,BENIGN
36873,1141.5918874858428,2,0,53.50685506389286,0.0,26.75342753194643,10.07910222366377,46870.388315155586,1751.9395695817807,1141.5918874858428,1,0,0,UDP,Other,PortScan
80,22503.525584611234,25,27,4150.481373349144,9351.076208504404,166.01925493396575,346.3361558705335,599975.2141542846,2310.749033722946,441.24559969825947,0,1,0,TCP,HTTP,BENIGN
21,206438.38646828284,17,57,1585.2214432037406,7451.554329236565,93.24832018845532,130.72902331993973,43774.687096911184,358.46046496478186,2827.9231023052444,1,1,1,TCP,FTP,Brute Force
22,11315.957127297,45,40,6594.085155357179,8076.099012437821,146.535225674604,201.90247531094553,1296415.6723788516,7511.5166170927005,134.7137753249643,1,1,1,TCP,FTP,Brute Force
49791,426.02246546261125,2,0,53.9778318598701,0.0,26.98891592993505,29.55881275680714,126701.84376604742,4694.588107761479,426.02246546261125,1,0,0,TCP,Other,PortScan
11781,440.982192558462,1,0,40.160541924077116,0.0,40.160541924077116,17.923171339204295,91070.66589486592,2267.6652637564903,440.982192558462,1,0,0,UDP,Other,PortScan
443,2924.793811481359,29,3,5950.387686445024,1720.7266777847753,205.18578229120772,573.5755592615918,2622788.086502586,10940.942186893008,94.34818746714062,0,1,0,TCP,DNS,BENIGN
80,66042.48765432402,26,19,5172.896595298582,8517.516722329146,198.95756135763776,448.2903538067972,207297.05684748493,681.3795421446954,1500.9656285073643,0,0,0,TCP,HTTP,BENIGN
80,65220.18452194163,21,19,3388.987506682156,8966.060271243548,161.38035746105504,471.89790901281833,189435.95251205048,613.3070657986723,1672.312423639529,0,0,1,UDP,SSH,BENIGN
53,47963.822121022284,16,13,5647.502573040239,10508.060694258009,352.96891081501497,808.3123610967699,336828.10403504834,604.6223740640856,1712.9936471793674,0,1,0,TCP,HTTP,BENIGN
443,131284.72330369276,339,0,279610.9573294529,0.0,824.8110835677078,88.44020072582926,2129805.740479388,2582.1740067640044,388.4163411351857,0,0,1,TCP,HTTP,DoS
443,52092.84334197466,11,5,4617.983334935387,3369.8289717832704,419.8166668123079,673.9657943566541,153337.9979718317,307.1439179267786,3472.8562227983107,0,0,0,TCP,HTTP,BENIGN
80,57762.77458039979,33,27,21057.524150626152,21542.604629006335,638.1067924432167,797.8742455187531,737501.4287157819,1038.731266561412,979.0300776338947,1,1,1,TCP,HTTP,Web Attack
443,31478.747851726825,248,7,251244.61525808033,397.2382716127747,1013.0831260406464,56.74832451611068,7994023.60967445,8100.703407934681,123.93207815640483,1,0,1,TCP,HTTP,DoS
17203,149.7004753515703,1,1,42.64717868113468,20.838926193460914,42.64717868113468,20.838926193460914,424087.53028672095,13360.011017353263,149.7004753515703,1,0,0,TCP,Other,PortScan
80,32563.959052999744,24,2,4487.665124997236,1260.6108235526372,186.9860468748848,630.3054117763186,176522.6377786011,798.4287155527827,1302.5583621199899,0,1,0,TCP,HTTPS,BENIGN
22,15957.358558502321,53,17,9354.028722070208,1858.873943763664,176.49110796358883,109.34552610374494,702679.1197757144,4386.690926532006,231.26606606525104,1,1,1,TCP,SSH,Brute Force
22,79887.95875748494,30,55,3658.9101799406635,8690.102106476454,121.96367266468879,158.00185648139006,154579.1440723237,1063.990134708957,951.047128065297,1,1,1,TCP,FTP,Brute Force
80,39748.65980681676,24,13,11432.446398762479,3455.2070936856544,476.35193328176996,265.78516105274264,374544.7913163339,930.8489941503544,1104.1294390782432,0,0,0,TCP,HTTP,BENIGN
443,84656.61539945978,458,4,323919.795156364,86.60524750643003,707.248461040096,21.651311876607508,inf,5457.340785714286,183.63690976021644,1,0,0,TCP,HTTPS,DoS
11832,1528.5607921748594,1,1,27.583799383418285,30.316231128716403,27.583799383418285,30.316231128716403,37878.78820949846,1308.4203194525026,1528.5607921748594,1,0,0,UDP,Other,PortScan
80,18687.32925445954,8,19,2648.5767386673824,9888.958332549213,331.0720923334228,520.4714911868007,670911.0167909437,1444.8292547506073,718.7434328638284,0,1,0,TCP,SSH,BENIGN
80,56629.34881443012,16,3,5403.43974180046,1566.6234619134293,337.71498386252875,522.2078206378097,123082.17116453577,335.51507120912675,3146.074934135007,0,0,1,UDP,HTTPS,BENIGN
443,59763.682540357855,23,3,8978.604155002036,1266.3172386307815,390.3740936957407,422.10574621026046,171423.86409529764,435.04681931944947,2390.547301614314,0,1,0,TCP,HTTPS,BENIGN
443,56536.52706065565,7,10,2456.5491513741686,5337.7818463526055,350.93559305345264,533.7781846352606,137863.6326452201,300.69056031265274,3533.532941290978,0,1,0,TCP,HTTP,BENIGN
443,15318.509616739937,3,6,852.3572626892978,2550.2638363625656,284.1190875630993,425.0439727270943,222124.8139788683,587.5245193673983,1914.8137020924921,0,1,1,TCP,HTTP,BENIGN
80,124441.67089849274,29,22,8907.336493126832,14848.361345946096,307.1495342457528,674.9255157248225,190898.255122679,409.8305626384652,2488.833417969855,0,1,0,TCP,HTTPS,BENIGN
443,17109.08036800283,12,19,4966.432929384404,5221.87306539445,413.8694107820337,274.83542449444474,595491.1529805474,1811.9033480008536,570.3026789334276,0,1,1,TCP,Other,BENIGN
53,31064.277774240236,25,24,11247.544123230391,9435.744849737875,449.90176492921563,393.15603540574483,665822.3031381625,1577.3745121682114,647.172453630005,0,0,0,TCP,HTTP,BENIGN
80,39290.19285897546,12,26,6926.945705982113,44945.36275621146,577.2454754985094,1728.6677983158256,1320235.5266714823,967.1624707059505,1061.897104296634,1,1,1,TCP,HTTP,Web Attack
80,45602.29272861327,16,22,4275.727084670674,9870.858865128977,267.23294279191714,448.67540296040806,310216.5506017056,833.2914361596738,1232.494398070629,0,1,0,UDP,HTTPS,BENIGN
80,10171.573766598314,10,13,4525.864960738749,10118.222075997985,452.5864960738749,778.3247750767681,1439707.1065664762,2261.2036768123353,462.3442621181052,1,1,1,TCP,HTTP,Web Attack
21,57367.72831477345,13,17,3960.253308229386,8341.636330486317,304.63486986379894,490.6844900286069,214439.19778757732,522.942094471507,1978.1975280956362,0,1,1,TCP,HTTPS,BENIGN
53,62984.41287888527,13,25,3542.4354777419735,11008.603995602987,272.49503674938256,440.34415982411946,231026.03974932048,603.3238743222296,1702.2814291590614,1,0,0,TCP,HTTPS,BENIGN
80,5354.863861505274,26,20,8752.124453958084,7851.062549354108,336.6201713060802,392.5531274677054,3100580.5997549617,8590.321096803611,118.9969747001172,1,1,0,UDP,HTTPS,BENIGN
